Word,Conc.M,Conc.SD,Category
nontraditional,1.69,1.0,Abstract
perfect,1.69,1.11,Abstract
precarious,1.69,0.88,Abstract
relent,1.69,0.74,Abstract
responsible,1.69,1.0,Abstract
senseless,1.69,0.93,Abstract
thankful,1.69,0.76,Abstract
unaccommodating,1.69,1.14,Abstract
unavailing,1.69,0.97,Abstract
unbelieving,1.69,1.01,Abstract
undisputable,1.69,1.17,Abstract
unembarrassed,1.69,0.76,Abstract
unreligious,1.69,1.19,Abstract
unstudied,1.69,0.84,Abstract
unwise,1.69,0.97,Abstract
anxious,1.68,0.9,Abstract
astonishing,1.68,1.12,Abstract
authoritative,1.68,0.77,Abstract
bad,1.68,1.02,Abstract
certain,1.68,1.06,Abstract
coldhearted,1.68,1.02,Abstract
delusional,1.68,0.86,Abstract
disinclined,1.68,0.9,Abstract
erroneous,1.68,0.9,Abstract
fond,1.68,0.77,Abstract
groovy,1.68,1.19,Abstract
iffy,1.68,1.16,Abstract
impish,1.68,0.95,Abstract
indistinct,1.68,1.03,Abstract
ironical,1.68,0.99,Abstract
irreproachable,1.68,1.09,Abstract
libelous,1.68,0.95,Abstract
ludicrous,1.68,1.02,Abstract
neoconservative,1.68,1.07,Abstract
orthodox,1.68,1.09,Abstract
platonic,1.68,1.03,Abstract
precognitive,1.68,0.95,Abstract
preconscious,1.68,0.9,Abstract
promotable,1.68,0.99,Abstract
prophetic,1.68,1.12,Abstract
reacquainted,1.68,0.9,Abstract
reminiscent,1.68,0.9,Abstract
repentant,1.68,0.86,Abstract
resolute,1.68,0.82,Abstract
sentimental,1.68,0.85,Abstract
thoughtless,1.68,0.99,Abstract
unconscionable,1.68,1.07,Abstract
undemocratic,1.68,1.09,Abstract
unimpressed,1.68,0.9,Abstract
unpretending,1.68,0.75,Abstract
virtuous,1.68,1.14,Abstract
abject,1.67,0.96,Abstract
asinine,1.67,0.92,Abstract
atheistic,1.67,1.04,Abstract
blameless,1.67,1.04,Abstract
contending,1.67,0.92,Abstract
crappy,1.67,0.84,Abstract
dastardly,1.67,0.92,Abstract
extrajudicial,1.67,0.92,Abstract
fortuitous,1.67,0.96,Abstract
fractious,1.67,0.96,Abstract
grand,1.67,0.96,Abstract
hardhearted,1.67,0.88,Abstract
haughty,1.67,0.96,Abstract
holy,1.67,1.14,Abstract
hypercritical,1.67,1.0,Abstract
inapplicable,1.67,1.04,Abstract
irreplaceable,1.67,0.92,Abstract
legalistic,1.67,1.11,Abstract
liberal,1.67,1.03,Abstract
pensive,1.67,0.96,Abstract
preexisting,1.67,0.83,Abstract
reprehensible,1.67,1.0,Abstract
significant,1.67,1.04,Abstract
snarky,1.67,1.11,Abstract
spirited,1.67,1.18,Abstract
suppressive,1.67,1.07,Abstract
unappreciated,1.67,0.92,Abstract
unashamed,1.67,0.96,Abstract
undue,1.67,0.92,Abstract
unexcelled,1.67,0.96,Abstract
uninhibited,1.67,1.18,Abstract
unmerciful,1.67,1.06,Abstract
unseen,1.67,1.03,Abstract
woeful,1.67,1.0,Abstract
dominant,1.66,0.97,Abstract
honest,1.66,1.08,Abstract
impossible,1.66,1.06,Abstract
insensitive,1.66,0.86,Abstract
insubstantial,1.66,0.77,Abstract
philosophical,1.66,0.94,Abstract
predictive,1.66,0.81,Abstract
requisite,1.66,1.04,Abstract
stringent,1.66,0.9,Abstract
thorough,1.66,0.94,Abstract
undersexed,1.66,1.01,Abstract
ungenerous,1.66,0.86,Abstract
unparalleled,1.66,1.11,Abstract
unrealized,1.66,0.97,Abstract
unregulated,1.66,0.81,Abstract
adamant,1.65,0.89,Abstract
ascertainable,1.65,1.02,Abstract
guileless,1.65,0.8,Abstract
illustrious,1.65,0.93,Abstract
indefensible,1.65,0.8,Abstract
ingratiating,1.65,1.19,Abstract
monarchical,1.65,0.98,Abstract
negligible,1.65,1.16,Abstract
partisan,1.65,1.07,Abstract
perfective,1.65,0.85,Abstract
uncreated,1.65,1.13,Abstract
uncurious,1.65,0.75,Abstract
unexceptional,1.65,0.75,Abstract
unexciting,1.65,0.91,Abstract
unrivalled,1.65,0.85,Abstract
unsuspected,1.65,1.06,Abstract
absurd,1.64,0.95,Abstract
ardent,1.64,0.87,Abstract
courtly,1.64,0.73,Abstract
cynical,1.64,0.99,Abstract
disloyal,1.64,0.99,Abstract
exemplary,1.64,0.91,Abstract
expressional,1.64,0.86,Abstract
good,1.64,0.86,Abstract
idiomatic,1.64,0.76,Abstract
incapable,1.64,1.03,Abstract
inclusive,1.64,0.83,Abstract
indiscriminate,1.64,0.73,Abstract
inherent,1.64,0.87,Abstract
irreconcilable,1.64,0.95,Abstract
oppressive,1.64,0.95,Abstract
pitiful,1.64,1.04,Abstract
ruthless,1.64,0.99,Abstract
transcendent,1.64,0.99,Abstract
transitory,1.64,0.85,Abstract
unavoidable,1.64,0.95,Abstract
unintelligent,1.64,1.04,Abstract
unnamable,1.64,1.06,Abstract
unwholesome,1.64,0.81,Abstract
unwished,1.64,0.66,Abstract
utmost,1.64,1.03,Abstract
audacious,1.63,0.88,Abstract
barbarous,1.63,0.85,Abstract
cognitive,1.63,1.1,Abstract
disimpassioned,1.63,0.74,Abstract
eerie,1.63,1.01,Abstract
gimmicky,1.63,0.88,Abstract
guiltless,1.63,1.13,Abstract
legitimate,1.63,0.84,Abstract
loath,1.63,0.97,Abstract
merciful,1.63,1.04,Abstract
mindless,1.63,1.01,Abstract
notorious,1.63,0.85,Abstract
overrated,1.63,1.11,Abstract
overt,1.63,0.88,Abstract
pessimistic,1.63,1.11,Abstract
poignant,1.63,1.04,Abstract
predictable,1.63,0.76,Abstract
presumptuous,1.63,0.93,Abstract
trifling,1.63,0.93,Abstract
uncanny,1.63,1.07,Abstract
unfulfilled,1.63,0.93,Abstract
ungrateful,1.63,0.88,Abstract
unsanctioned,1.63,1.15,Abstract
adversarial,1.62,0.75,Abstract
apathetic,1.62,0.7,Abstract
arbitrary,1.62,1.08,Abstract
beguiling,1.62,0.88,Abstract
conceited,1.62,1.17,Abstract
cultureless,1.62,1.06,Abstract
deserving,1.62,0.8,Abstract
disenfranchised,1.62,1.05,Abstract
disingenuous,1.62,1.01,Abstract
easier,1.62,1.06,Abstract
enigmatic,1.62,1.12,Abstract
foreseeable,1.62,1.01,Abstract
ignorant,1.62,0.82,Abstract
meaningful,1.62,1.06,Abstract
mediocre,1.62,0.86,Abstract
nonpolitical,1.62,1.02,Abstract
piteous,1.62,0.92,Abstract
rational,1.62,1.17,Abstract
repressive,1.62,0.82,Abstract
repugnant,1.62,0.75,Abstract
retributive,1.62,1.1,Abstract
serviceable,1.62,0.78,Abstract
simple,1.62,0.98,Abstract
spellbound,1.62,0.9,Abstract
superb,1.62,1.05,Abstract
unethical,1.62,1.05,Abstract
unfair,1.62,1.01,Abstract
unperturbed,1.62,0.94,Abstract
unscrupulous,1.62,0.94,Abstract
unvalued,1.62,0.97,Abstract
viable,1.62,0.85,Abstract
culpable,1.61,0.96,Abstract
distinctive,1.61,0.88,Abstract
freethinking,1.61,0.99,Abstract
godforsaken,1.61,1.17,Abstract
inauspicious,1.61,0.74,Abstract
keen,1.61,0.92,Abstract
nonjudgmental,1.61,1.07,Abstract
precautious,1.61,0.83,Abstract
selfless,1.61,0.99,Abstract
unappeased,1.61,0.94,Abstract
unofficial,1.61,0.99,Abstract
unwilling,1.61,0.92,Abstract
worse,1.61,0.92,Abstract
best,1.6,0.81,Abstract
choosy,1.6,0.96,Abstract
impractical,1.6,0.86,Abstract
interesting,1.6,0.76,Abstract
presumptive,1.6,0.65,Abstract
rightful,1.6,1.08,Abstract
subversive,1.6,0.65,Abstract
supposed,1.6,0.91,Abstract
uncritical,1.6,0.96,Abstract
undomesticated,1.6,0.86,Abstract
unexpressed,1.6,0.65,Abstract
unforgettable,1.6,1.07,Abstract
uninspiring,1.6,1.0,Abstract
unmissed,1.6,0.82,Abstract
unreasonable,1.6,1.16,Abstract
computational,1.59,0.85,Abstract
easygoing,1.59,0.8,Abstract
esoteric,1.59,0.96,Abstract
forgivable,1.59,1.01,Abstract
heady,1.59,1.05,Abstract
hopeless,1.59,0.98,Abstract
immoral,1.59,1.15,Abstract
inappropriate,1.59,0.97,Abstract
infinite,1.59,1.15,Abstract
intriguing,1.59,1.05,Abstract
lone,1.59,0.69,Abstract
nonexistent,1.59,1.12,Abstract
obliging,1.59,1.01,Abstract
relatable,1.59,0.98,Abstract
tantamount,1.59,0.96,Abstract
undetermined,1.59,0.91,Abstract
unenviable,1.59,0.89,Abstract
uninitiated,1.59,1.02,Abstract
unmentioned,1.59,0.87,Abstract
unpractical,1.59,0.84,Abstract
unprecedented,1.59,0.64,Abstract
unwitting,1.59,0.82,Abstract
valiant,1.59,1.12,Abstract
valueless,1.59,0.89,Abstract
weird,1.59,0.93,Abstract
wry,1.59,0.84,Abstract
analogous,1.58,0.95,Abstract
chagrined,1.58,1.02,Abstract
disciplined,1.58,0.76,Abstract
drastic,1.58,0.97,Abstract
explicable,1.58,0.81,Abstract
idiosyncratic,1.58,0.88,Abstract
obligatory,1.58,0.88,Abstract
pious,1.58,0.99,Abstract
profound,1.58,0.9,Abstract
representational,1.58,0.97,Abstract
winnable,1.58,0.83,Abstract
zany,1.58,0.95,Abstract
aimless,1.57,0.84,Abstract
appreciable,1.57,0.92,Abstract
dignified,1.57,1.01,Abstract
feasible,1.57,0.96,Abstract
formative,1.57,0.63,Abstract
fundamental,1.57,0.92,Abstract
ineffective,1.57,1.01,Abstract
inestimable,1.57,0.79,Abstract
inexcusable,1.57,0.92,Abstract
interrelated,1.57,0.77,Abstract
ironic,1.57,0.88,Abstract
predetermined,1.57,0.82,Abstract
salacious,1.57,0.9,Abstract
timeless,1.57,1.17,Abstract
unearned,1.57,0.69,Abstract
unquestioning,1.57,0.92,Abstract
worthiest,1.57,0.95,Abstract
harebrained,1.56,0.82,Abstract
inconsequential,1.56,0.82,Abstract
inspirational,1.56,1.01,Abstract
instinctive,1.56,0.71,Abstract
instinctual,1.56,0.75,Abstract
mythic,1.56,0.87,Abstract
normative,1.56,0.96,Abstract
possible,1.56,1.01,Abstract
quintessential,1.56,0.92,Abstract
transformative,1.56,1.01,Abstract
unenlightening,1.56,1.0,Abstract
ungodly,1.56,1.09,Abstract
unnecessary,1.56,0.7,Abstract
unremembered,1.56,0.75,Abstract
unsanctified,1.56,0.92,Abstract
unwarned,1.56,0.7,Abstract
amazing,1.55,0.83,Abstract
charmless,1.55,0.63,Abstract
distrustful,1.55,0.74,Abstract
indefinable,1.55,0.91,Abstract
indulgent,1.55,0.87,Abstract
inspiring,1.55,0.74,Abstract
monotonous,1.55,0.87,Abstract
pleasant,1.55,0.91,Abstract
rousing,1.55,0.8,Abstract
sociological,1.55,0.74,Abstract
sociopolitical,1.55,0.99,Abstract
superstitious,1.55,1.06,Abstract
unchristian,1.55,0.87,Abstract
vague,1.55,1.06,Abstract
causative,1.54,0.79,Abstract
discriminating,1.54,0.81,Abstract
godless,1.54,0.96,Abstract
impious,1.54,0.69,Abstract
inevitable,1.54,0.93,Abstract
informative,1.54,0.95,Abstract
innocent,1.54,0.79,Abstract
insufferable,1.54,0.79,Abstract
metaphysic,1.54,1.22,Abstract
metaphysical,1.54,0.71,Abstract
patronizing,1.54,0.71,Abstract
preferable,1.54,0.83,Abstract
sinless,1.54,0.81,Abstract
stupendous,1.54,0.9,Abstract
unbelievable,1.54,1.04,Abstract
unfathomed,1.54,0.81,Abstract
unhelpful,1.54,0.86,Abstract
unjustified,1.54,0.72,Abstract
unquestionable,1.54,0.92,Abstract
unredeemed,1.54,0.92,Abstract
wifely,1.54,0.81,Abstract
worst,1.54,0.84,Abstract
controversial,1.53,0.9,Abstract
forthright,1.53,0.84,Abstract
literal,1.53,0.82,Abstract
unfathomable,1.53,0.9,Abstract
affective,1.52,0.8,Abstract
allegorical,1.52,0.7,Abstract
amazed,1.52,0.94,Abstract
biased,1.52,1.0,Abstract
blasphemous,1.52,0.77,Abstract
conclusive,1.52,1.09,Abstract
diffusive,1.52,0.91,Abstract
disconcerting,1.52,0.82,Abstract
dismayed,1.52,0.78,Abstract
dubious,1.52,0.83,Abstract
endurable,1.52,0.89,Abstract
enlightened,1.52,0.89,Abstract
essential,1.52,0.8,Abstract
foregone,1.52,0.98,Abstract
futile,1.52,0.82,Abstract
heartwarming,1.52,0.75,Abstract
impassive,1.52,0.92,Abstract
inexact,1.52,1.0,Abstract
inglorious,1.52,0.89,Abstract
insensible,1.52,0.78,Abstract
introspective,1.52,0.98,Abstract
maladjusted,1.52,0.75,Abstract
pardonable,1.52,0.94,Abstract
perfectible,1.52,0.77,Abstract
sensible,1.52,0.87,Abstract
solemn,1.52,0.8,Abstract
soulless,1.52,1.09,Abstract
sufficing,1.52,0.9,Abstract
typical,1.52,0.67,Abstract
unachievable,1.52,0.94,Abstract
unholy,1.52,0.83,Abstract
unplanned,1.52,0.75,Abstract
unreal,1.52,0.98,Abstract
unspeakable,1.52,0.8,Abstract
unsuitable,1.52,0.92,Abstract
broody,1.5,0.65,Abstract
conventional,1.5,0.75,Abstract
desirous,1.5,0.79,Abstract
diabolical,1.5,0.84,Abstract
dissenting,1.5,0.72,Abstract
farfetched,1.5,0.82,Abstract
fated,1.5,0.72,Abstract
heavenly,1.5,0.86,Abstract
humanizing,1.5,1.04,Abstract
immutable,1.5,0.93,Abstract
implausible,1.5,0.79,Abstract
inconclusive,1.5,0.69,Abstract
indescribable,1.5,0.84,Abstract
indeterminate,1.5,0.81,Abstract
irrelevant,1.5,0.71,Abstract
progressive,1.5,0.78,Abstract
reverent,1.5,0.84,Abstract
rhetorical,1.5,1.07,Abstract
stereotyped,1.5,0.84,Abstract
transitive,1.5,0.81,Abstract
undisputed,1.5,0.93,Abstract
unselfish,1.5,0.81,Abstract
unverifiable,1.5,0.64,Abstract
uttermost,1.5,1.03,Abstract
wrongful,1.5,0.96,Abstract
abstracted,1.48,0.87,Abstract
ambiguous,1.48,0.78,Abstract
behavioral,1.48,0.74,Abstract
derisive,1.48,0.73,Abstract
impending,1.48,0.75,Abstract
inarguable,1.48,0.87,Abstract
incomparable,1.48,0.94,Abstract
mindful,1.48,0.65,Abstract
passionate,1.48,0.69,Abstract
philosophic,1.48,0.95,Abstract
probable,1.48,0.73,Abstract
purposeless,1.48,0.85,Abstract
sensorial,1.48,0.87,Abstract
speculative,1.48,0.72,Abstract
suave,1.48,0.83,Abstract
transcendental,1.48,0.99,Abstract
unimpeachable,1.48,0.69,Abstract
unprincipled,1.48,0.63,Abstract
urbane,1.48,1.0,Abstract
apolitical,1.47,0.9,Abstract
unknown,1.47,0.9,Abstract
aloof,1.46,0.64,Abstract
amoral,1.46,0.84,Abstract
believable,1.46,0.71,Abstract
deniable,1.46,0.9,Abstract
discerning,1.46,0.69,Abstract
inconvenient,1.46,0.65,Abstract
theoretic,1.46,0.84,Abstract
treasonous,1.46,0.71,Abstract
unorthodox,1.46,0.78,Abstract
unsustainable,1.46,0.86,Abstract
wondrous,1.46,0.81,Abstract
abstract,1.45,0.91,Abstract
ignorable,1.45,0.91,Abstract
unexplainable,1.45,0.87,Abstract
unredeemable,1.45,0.87,Abstract
unsympathetic,1.45,0.78,Abstract
unthinkable,1.45,0.91,Abstract
benevolent,1.44,0.7,Abstract
conjectural,1.44,0.71,Abstract
defamatory,1.44,0.96,Abstract
divine,1.44,1.09,Abstract
extrasensory,1.44,0.75,Abstract
goddamned,1.44,1.01,Abstract
psychodynamic,1.44,0.58,Abstract
superlative,1.44,0.82,Abstract
ulterior,1.44,0.96,Abstract
unanticipated,1.44,0.71,Abstract
unfeasible,1.44,0.8,Abstract
unspecified,1.44,0.65,Abstract
despicable,1.43,0.77,Abstract
goddamn,1.43,1.03,Abstract
intentioned,1.43,0.79,Abstract
mere,1.43,0.73,Abstract
righteous,1.43,0.86,Abstract
subjective,1.43,0.74,Abstract
trustable,1.43,0.79,Abstract
unknowing,1.43,0.63,Abstract
ensuing,1.42,0.9,Abstract
evocative,1.42,0.58,Abstract
expectable,1.42,1.03,Abstract
intrusive,1.42,0.95,Abstract
omnipresent,1.42,0.76,Abstract
psychoanalytical,1.42,0.81,Abstract
serendipitous,1.42,0.64,Abstract
spiritualistic,1.42,0.76,Abstract
unforeseeable,1.42,0.86,Abstract
uninteresting,1.42,0.64,Abstract
unknowable,1.42,0.81,Abstract
unobvious,1.42,0.65,Abstract
unpatriotic,1.42,0.72,Abstract
disenchanted,1.41,0.68,Abstract
imperialistic,1.41,0.78,Abstract
misrepresent,1.41,0.68,Abstract
renowned,1.41,0.63,Abstract
theological,1.41,0.78,Abstract
unapproachable,1.41,0.71,Abstract
underappreciated,1.41,0.57,Abstract
undiplomatic,1.41,0.75,Abstract
unnatural,1.41,0.91,Abstract
unspecific,1.41,0.69,Abstract
disgruntled,1.4,0.65,Abstract
expendable,1.4,0.65,Abstract
heedful,1.4,0.58,Abstract
impressionable,1.4,0.91,Abstract
inequitable,1.4,0.58,Abstract
normal,1.4,0.65,Abstract
preposterous,1.4,0.67,Abstract
unambiguous,1.4,0.72,Abstract
undefined,1.4,0.65,Abstract
contributable,1.39,0.66,Abstract
duplicitous,1.38,0.71,Abstract
figurative,1.38,0.9,Abstract
illogic,1.38,0.71,Abstract
illogical,1.38,0.7,Abstract
inconceivable,1.38,0.82,Abstract
preeminent,1.38,0.75,Abstract
unforgiving,1.38,0.75,Abstract
unspectacular,1.38,0.92,Abstract
ideal,1.37,0.67,Abstract
theoretical,1.37,0.74,Abstract
unblessed,1.37,0.88,Abstract
unimaginable,1.37,0.74,Abstract
imperative,1.36,0.62,Abstract
indefinite,1.36,0.57,Abstract
inessential,1.36,0.7,Abstract
paradigmatic,1.36,0.62,Abstract
otherworldly,1.35,0.69,Abstract
unbridled,1.35,0.75,Abstract
deductive,1.33,0.71,Abstract
incomprehensible,1.33,0.55,Abstract
uninspired,1.33,0.55,Abstract
vicarious,1.33,0.55,Abstract
euphemistic,1.32,0.61,Abstract
unforgivable,1.32,0.94,Abstract
unrewarding,1.32,0.63,Abstract
comfortless,1.31,0.71,Abstract
fateful,1.31,0.71,Abstract
risky,1.31,0.62,Abstract
unjust,1.31,0.76,Abstract
ethical,1.3,0.67,Abstract
hypothetical,1.3,0.61,Abstract
ingenuous,1.3,0.67,Abstract
intangible,1.3,0.67,Abstract
psychopathological,1.3,0.54,Abstract
surreal,1.3,0.61,Abstract
inadvisable,1.29,0.66,Abstract
injunctive,1.29,0.6,Abstract
fantastical,1.28,0.54,Abstract
sanctimonious,1.28,0.68,Abstract
unpromising,1.28,0.65,Abstract
conceptual,1.26,0.59,Abstract
intuitive,1.23,0.5,Abstract
ambivalent,1.21,0.57,Abstract
idealistic,1.21,0.56,Abstract
inexplicable,1.21,0.5,Abstract
enlightening,1.19,0.4,Abstract
horsefly,4.97,0.19,Concrete
housefly,4.96,0.2,Concrete
doily,4.61,1.07,Concrete
outdoors,4.61,0.69,Concrete
potbelly,4.48,0.99,Concrete
downstairs,4.43,0.73,Concrete
downtown,4.39,0.88,Concrete
back,4.33,1.15,Concrete
upstairs,4.33,1.07,Concrete
backstage,4.31,1.05,Concrete
outside,4.25,1.04,Concrete
downstream,4.19,0.85,Concrete
hillbilly,4.18,1.31,Concrete
barfly,4.17,1.17,Concrete
deckhand,4.17,1.26,Concrete
indoors,4.17,1.05,Concrete
eastward,4.15,1.38,Concrete
clockwise,4.14,1.13,Concrete
refold,4.14,1.11,Concrete
home,4.11,1.25,Concrete
inland,4.1,1.04,Concrete
downstage,4.07,1.12,Concrete
freckly,4.0,1.31,Concrete
aboard,3.97,1.3,Concrete
downhill,3.97,1.09,Concrete
bareback,3.96,1.32,Concrete
offstage,3.96,1.2,Concrete
horizontally,3.9,1.32,Concrete
tight,3.87,1.22,Concrete
headfirst,3.83,1.4,Concrete
up,3.83,1.44,Concrete
course,3.82,1.12,Concrete
underwater,3.78,1.15,Concrete
upstream,3.77,1.22,Concrete
alphabetically,3.74,1.43,Concrete
loud,3.73,1.22,Concrete
crackly,3.69,1.32,Concrete
plumb,3.68,1.28,Concrete
westward,3.68,1.22,Concrete
counterclockwise,3.67,1.44,Concrete
inside,3.67,1.07,Concrete
vertically,3.63,1.33,Concrete
drizzly,3.61,1.4,Concrete
overhead,3.6,1.22,Concrete
uphill,3.6,1.48,Concrete
twentyfold,3.54,1.56,Concrete
sideways,3.53,1.28,Concrete
down,3.52,1.5,Concrete
offside,3.5,1.41,Concrete
westwards,3.5,1.17,Concrete
right,3.47,1.76,Concrete
still,3.46,1.35,Concrete
below,3.45,1.33,Concrete
nakedly,3.45,1.57,Concrete
overboard,3.44,1.48,Concrete
ashore,3.42,1.32,Concrete
backward,3.41,1.15,Concrete
drunkenly,3.4,1.35,Concrete
nasally,3.4,1.29,Concrete
downwind,3.39,1.34,Concrete
diagonally,3.38,1.36,Concrete
upriver,3.38,1.32,Concrete
northward,3.37,1.42,Concrete
online,3.35,1.5,Concrete
sort,3.34,1.32,Concrete
fatally,3.33,1.32,Concrete
well,3.33,1.58,Concrete
fast,3.32,1.44,Concrete
overseas,3.31,1.58,Concrete
facially,3.3,1.23,Concrete
uptown,3.29,1.3,Concrete
spherically,3.28,1.33,Concrete
grindingly,3.26,1.23,Concrete
upstate,3.25,1.26,Concrete
vocally,3.25,1.4,Concrete
bimonthly,3.24,1.59,Concrete
aground,3.22,1.28,Concrete
freehand,3.2,1.24,Concrete
midway,3.2,1.29,Concrete
surgically,3.2,1.42,Concrete
bloodily,3.19,1.14,Concrete
manually,3.19,1.36,Concrete
long,3.18,1.39,Concrete
southward,3.18,1.42,Concrete
backwards,3.17,1.44,Concrete
intravenously,3.17,1.31,Concrete
southwards,3.16,1.49,Concrete
apart,3.15,1.32,Concrete
heavily,3.15,1.32,Concrete
scraggly,3.15,1.56,Concrete
wriggly,3.15,1.35,Concrete
here,3.13,1.53,Concrete
loudly,3.12,1.45,Concrete
rectally,3.12,1.42,Concrete
aloud,3.1,1.24,Concrete
biweekly,3.1,1.63,Concrete
slowly,3.1,1.47,Concrete
colorfully,3.08,1.49,Concrete
forwards,3.08,1.44,Concrete
halfway,3.07,1.31,Concrete
lengthwise,3.07,1.49,Concrete
reassembly,3.07,1.15,Concrete
softly,3.07,1.36,Concrete
straightaway,3.07,1.58,Concrete
whither,3.07,1.24,Concrete
offline,3.03,1.5,Concrete
ahead,3.0,1.33,Concrete
anatomically,3.0,1.44,Concrete
closer,3.0,1.51,Concrete
electrically,3.0,1.23,Concrete
orally,3.0,1.62,Concrete
quietly,3.0,1.54,Concrete
silently,3.0,1.65,Concrete
yesterday,3.0,1.73,Concrete
anticlockwise,2.96,1.49,Concrete
digitally,2.96,1.55,Concrete
laterally,2.96,1.45,Concrete
magnetically,2.96,1.43,Concrete
midstream,2.96,1.56,Concrete
squarely,2.96,1.4,Concrete
audibly,2.93,1.51,Concrete
cuddly,2.93,1.33,Concrete
electromagnetically,2.93,1.57,Concrete
erectly,2.93,1.3,Concrete
hundredfold,2.93,1.52,Concrete
tonight,2.93,1.6,Concrete
twice,2.93,1.7,Concrete
anally,2.92,1.57,Concrete
crisply,2.92,1.47,Concrete
hoarsely,2.92,1.32,Concrete
reapply,2.9,1.37,Concrete
skyward,2.9,1.37,Concrete
reflexively,2.89,1.34,Concrete
solidly,2.89,1.28,Concrete
tartly,2.89,1.26,Concrete
tearfully,2.89,1.53,Concrete
architecturally,2.88,1.45,Concrete
snugly,2.88,1.3,Concrete
straggly,2.88,1.26,Concrete
unanimously,2.88,1.54,Concrete
underfoot,2.88,1.51,Concrete
gradually,2.87,1.14,Abstract
piecemeal,2.87,1.49,Abstract
weightlessly,2.87,1.22,Abstract
deliberately,2.86,1.3,Abstract
internally,2.86,1.22,Abstract
nearby,2.86,1.33,Abstract
securely,2.86,1.48,Abstract
transparently,2.86,1.38,Abstract
flexibly,2.85,1.35,Abstract
giggly,2.85,1.35,Abstract
messily,2.85,1.43,Abstract
stiffly,2.85,1.26,Abstract
thirdly,2.85,1.57,Abstract
identically,2.84,1.52,Abstract
briskly,2.83,1.29,Abstract
crawly,2.83,1.56,Abstract
globally,2.83,1.47,Abstract
numerically,2.83,1.61,Abstract
similarly,2.83,1.34,Abstract
theatrically,2.83,1.36,Abstract
thermally,2.82,1.39,Abstract
chemically,2.81,1.52,Abstract
melodically,2.81,1.24,Abstract
unsteadily,2.81,1.33,Abstract
even,2.79,1.1,Abstract
off,2.79,1.4,Abstract
outward,2.79,1.37,Abstract
consecutively,2.78,1.55,Abstract
